Survived,Pclass,Sex,Age,Fare,Age_null,has_cabin,fam_size_medium,fam_size_large,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
1,3,0,0.0375,2.827313621929028,0,0,1,0,0,1,0,0,0,0
0,3,0,0.525,2.2682524139135403,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2875,2.3248357019288655,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5056433425932053,3.58351893845611,1,1,0,0,0,1,0,1,0,0
0,3,0,0.1875,2.1076888046179385,0,0,1,0,0,0,0,1,0,0
0,3,0,0.3125,2.9338568698359038,0,0,1,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1071782966514356,1,0,0,0,0,0,0,1,0,0
0,3,0,0.35,2.3513752571634776,0,0,0,0,0,1,0,1,0,0
1,1,1,0.275,4.02535169073515,0,1,1,0,0,1,1,0,0,0
0,2,1,0.475,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
1,3,1,0.2324233602776029,2.1837114628556327,1,0,0,0,1,0,1,0,0,0
1,3,1,0.2324233602776029,2.1837114628556327,1,0,0,0,1,0,1,0,0,0
0,3,0,0.5,3.3638415951183864,0,0,0,1,0,1,0,1,0,0
0,2,0,0.3625,3.357621598945279,0,0,1,0,0,0,0,1,0,0
0,3,1,0.5625,2.737880811060884,0,0,1,0,0,0,0,0,1,0
0,3,0,0.4375,2.085672091430472,0,0,0,0,0,1,0,1,0,0
0,3,0,0.34438818789548764,2.803360380906535,1,0,1,0,1,0,0,1,0,0
0,3,0,0.375,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
1,1,1,0.75,4.334017415487521,0,1,1,0,0,0,0,0,1,0
1,3,1,0.3996400527795959,2.1076888046179385,1,0,0,0,0,0,0,0,1,0
1,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
1,1,1,0.3,4.252771798816619,0,1,0,0,0,0,0,0,0,1
1,1,0,0.3125,4.0332082470129285,0,1,1,0,0,0,0,1,0,0
0,3,0,0.225,2.0143428636837015,0,0,1,0,0,1,0,1,0,0
0,3,0,0.2375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,1,0,0.275,4.91730069488021,0,0,0,0,0,0,0,1,0,0
0,3,1,0.0375,3.0944457464900235,0,0,0,1,0,1,1,0,0,0
1,1,1,0.5131804535584243,4.420896324687287,1,0,1,0,0,0,0,0,1,0
1,3,1,0.275,2.1102132003465894,0,0,0,0,0,1,1,0,0,0
0,1,0,0.3375,5.358941988364472,0,1,1,0,0,0,0,1,0,0
0,3,0,0.25,1.6119347926326877,0,0,0,0,0,0,0,1,0,0
0,3,0,0.2375,2.1719067693519296,0,0,0,0,0,1,0,1,0,0
1,1,1,0.525,5.4316456135398825,0,0,0,0,0,0,1,0,0,0
1,3,1,0.0125,2.817902613071225,0,0,1,0,0,0,1,0,0,0
0,3,0,0.4,2.188856327665703,0,0,0,0,0,1,0,1,0,0
1,1,1,0.4375,3.970291913552122,0,0,1,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
0,2,0,0.225,4.310799125385514,0,0,0,0,0,1,0,1,0,0
0,3,0,0.0125,3.8691155044168695,0,0,0,1,0,1,0,0,0,0
1,2,1,0.45,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.1666737276227077,1,0,0,0,1,0,0,1,0,0
1,2,1,0.2125,2.5649493574615367,0,0,0,0,0,0,1,0,0,0
1,1,0,0.45,4.795790545596741,0,1,1,0,0,1,0,1,0,0
1,3,0,0.2625,2.174274334826008,0,0,0,0,0,1,0,1,0,0
0,3,0,0.35,2.188856327665703,0,0,1,0,0,1,0,1,0,0
1,1,1,0.2875,4.738607824217808,0,1,1,0,0,0,1,0,0,0
1,3,1,0.3,2.8735646395797834,0,1,1,0,0,1,0,0,1,0
0,3,0,0.275,2.174274334826008,0,0,0,0,0,1,0,1,0,0
0,3,1,0.3875,2.180891922715322,0,0,0,0,0,1,1,0,0,0
0,2,0,0.575,3.295836866004329,0,0,0,0,0,1,0,1,0,0
0,2,0,0.2875,2.4423470353692043,0,0,0,0,0,1,0,0,0,1
1,2,1,0.35,2.613739521630969,0,0,0,0,0,1,0,0,1,0
1,3,0,0.4875,2.188856327665703,0,0,0,0,0,1,0,1,0,0
0,3,0,0.325,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,1,0.2625,2.3818582738885534,0,0,1,0,0,1,1,0,0,0
0,3,0,0.35,2.8243506567983707,0,0,1,0,0,1,0,1,0,0
0,3,1,0.25,2.2682524139135403,0,0,0,0,0,1,1,0,0,0
0,2,0,0.425,3.091042453358316,0,0,1,0,0,1,0,1,0,0
0,3,0,0.6375,2.169053700369523,0,0,0,0,0,1,0,1,0,0
1,2,0,0.0375,2.9831534913471307,0,0,1,0,0,1,0,0,0,0
0,3,0,0.2625,2.1719067693519296,0,0,0,0,0,1,0,1,0,0
0,3,1,0.15491437353525744,3.275887339030031,1,0,0,1,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.061570298060867,1,0,0,0,1,0,0,1,0,0
1,1,1,0.4125,4.51085950651685,0,1,1,0,1,0,1,0,0,0
0,2,0,0.4369444537240688,0.0,1,0,0,0,0,1,0,1,0,0
1,3,0,0.55,2.188856327665703,0,0,0,0,0,1,0,1,0,0
0,3,1,0.3996400527795959,2.2027647577118348,1,0,0,0,0,1,0,0,1,0
1,2,1,0.425,3.5115454388310208,0,0,1,0,0,1,0,0,1,0
1,2,1,0.225,2.6390573296152584,0,0,1,0,0,1,1,0,0,0
0,2,0,0.375,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,1,0.125,3.224857896545748,0,0,1,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,0,0,1,0,0
0,3,0,0.2625,2.167143305297764,0,0,0,0,1,0,0,1,0,0
0,3,0,0.3625,2.1832383353614797,0,0,0,0,0,1,0,1,0,0
0,3,1,0.35,2.7343675094195836,0,0,1,0,0,1,0,0,1,0
0,3,0,0.225,3.0545906305603445,0,0,1,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1102132003465894,1,0,0,0,0,1,0,1,0,0
1,2,1,0.35,3.295836866004329,0,0,1,0,0,1,0,0,1,0
1,2,1,0.2375,3.295836866004329,0,0,0,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.169053700369523,1,0,0,0,1,0,0,1,0,0
1,3,0,0.4,2.2027647577118348,0,1,0,0,0,1,0,1,0,0
1,1,0,0.35,3.3160025355989236,0,1,0,0,0,1,0,1,0,0
1,3,1,0.3757826758201513,2.8390784635086144,1,0,1,0,0,1,0,0,1,0
1,2,1,0.525,3.295836866004329,0,0,1,0,0,1,0,0,1,0
0,3,0,0.2125,2.094945728215801,0,0,0,0,0,1,0,1,0,0
0,1,0,0.625,4.041295341132285,0,1,1,0,0,1,0,1,0,0
1,1,1,0.175,4.795790545596741,0,1,1,0,0,1,1,0,0,0
0,3,1,0.2625,3.5660053559634015,0,0,0,1,0,1,1,0,0,0
1,2,1,0.3,2.9831534913471307,0,0,0,1,0,1,0,0,1,0
0,1,0,0.8,5.575949103146316,0,1,0,1,0,1,0,1,0,0
0,2,0,0.3875,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
1,2,1,0.5625,3.305053521109253,0,0,1,0,0,1,0,0,1,0
0,3,0,0.25,2.3513752571634776,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3125,2.1719067693519296,0,0,1,0,0,1,0,1,0,0
1,2,1,0.35,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
1,3,0,0.3682455648549323,2.2096470973347766,1,0,0,0,0,1,0,1,0,0
1,1,0,0.05,4.417131919904876,0,1,1,0,0,1,0,0,0,0
1,2,1,0.1625,3.0204248861443626,0,0,1,0,0,1,1,0,0,0
1,1,0,0.425,3.3160025355989236,0,0,0,0,0,1,0,1,0,0
1,3,1,0.0625,3.0085645861193133,0,0,1,0,0,0,1,0,0,0
1,1,0,0.65,3.449987545831587,0,1,0,0,0,1,0,0,0,1
0,2,0,0.45,3.3586377672433594,0,0,1,0,0,1,0,1,0,0
0,3,0,0.34438818789548764,3.0429354648621407,1,0,1,0,0,1,0,1,0,0
0,1,0,0.375,3.3586377672433594,0,1,0,0,0,0,0,1,0,0
1,1,0,0.6125,4.500966778400217,0,1,1,0,0,0,0,1,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
1,3,0,0.3625,2.1855792552411137,0,0,0,0,0,0,0,1,0,0
0,1,0,0.8125,3.3160025355989236,0,1,0,0,0,1,0,1,0,0
1,1,1,0.5131804535584243,3.967694202798607,1,1,1,0,0,1,0,0,1,0
1,2,1,0.625,2.4423470353692043,0,0,0,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.169053700369523,1,0,0,0,1,0,0,1,0,0
1,1,0,0.6,3.3160025355989236,0,1,0,0,0,1,0,1,0,0
0,3,0,0.425,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5875,3.676300671907076,0,1,0,0,0,1,0,1,0,0
0,2,0,0.6,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
0,3,0,0.475,2.085672091430472,0,0,0,0,0,1,0,1,0,0
0,2,0,0.4369444537240688,0.0,1,0,0,0,0,1,0,1,0,0
0,1,0,0.7,3.3160025355989236,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1661924680884908,1,0,0,0,1,0,0,1,0,0
1,3,1,0.009375,3.0085645861193133,0,0,1,0,0,0,1,0,0,0
0,3,0,0.3682455648549323,2.1102132003465894,1,0,0,0,0,1,0,1,0,0
0,3,0,0.475,2.2682524139135403,0,0,0,0,0,1,0,1,0,0
1,2,1,0.4125,3.3586377672433594,0,0,1,0,0,1,0,0,1,0
1,2,1,0.2875,2.694066212646058,0,1,0,0,0,0,0,0,1,0
0,3,1,0.275,2.3830123421066602,0,0,0,0,0,1,1,0,0,0
0,1,0,0.5056433425932053,3.970291913552122,1,1,0,0,0,1,0,1,0,0
0,2,0,0.425,3.091042453358316,0,0,1,0,0,1,0,1,0,0
0,3,0,0.3625,2.0851502161468174,0,0,1,0,0,1,0,1,0,0
0,3,0,0.275,2.142510233146819,0,0,0,0,0,1,0,1,0,0
1,3,1,0.025,2.586823743668066,0,0,1,0,0,1,1,0,0,0
0,3,0,0.1125,3.8691155044168695,0,0,0,1,0,1,0,0,0,0
0,2,0,0.4369444537240688,0.0,1,0,0,0,0,1,0,1,0,0
0,3,0,0.625,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,3,1,0.7875,2.3596740599781727,0,0,0,0,0,1,0,0,1,0
1,1,0,0.3125,4.5226490762785785,0,1,1,0,0,0,0,1,0,0
0,3,1,0.15491437353525744,3.275887339030031,1,0,0,1,0,1,1,0,0,0
1,1,1,0.4375,4.51085950651685,0,1,1,0,0,1,0,0,1,0
0,1,0,0.725,3.4242626545931514,0,1,0,0,0,0,0,1,0,0
0,3,0,0.375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,3,0,0.1125,2.827313621929028,0,0,1,0,0,1,0,0,0,0
0,3,0,0.34438818789548764,3.0429354648621407,1,0,1,0,0,1,0,1,0,0
0,3,0,0.2625,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
0,1,0,0.6875,3.449987545831587,0,1,0,0,0,1,0,1,0,0
0,1,0,0.8875,3.922056501139853,0,0,0,0,0,0,0,1,0,0
0,3,0,0.2625,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.738146075922933,1,0,0,0,0,0,0,1,0,0
1,1,1,0.675,4.37281811610993,0,1,1,0,0,0,1,0,0,0
0,3,0,0.3682455648549323,2.7788192719904172,1,0,0,0,0,1,0,1,0,0
0,1,1,0.3125,5.027492411162679,0,1,1,0,0,1,0,0,1,0
0,3,0,0.3,2.174274334826008,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2125,2.2682524139135403,0,0,0,0,0,1,0,1,0,0
0,3,1,0.2625,2.169053700369523,0,0,0,0,1,0,1,0,0,0
0,3,1,0.2324233602776029,2.155151800914312,1,0,0,0,1,0,1,0,0,0
0,3,1,0.4625,2.3596740599781727,0,0,0,0,0,1,1,0,0,0
1,1,1,0.2,4.471638793363569,0,1,0,0,0,1,1,0,0,0
0,1,0,0.225,4.699570861409576,0,1,1,0,0,0,0,1,0,0
1,2,1,0.4125,3.295836866004329,0,0,1,0,0,1,0,0,1,0
1,1,0,0.5056433425932053,3.3160025355989236,1,0,0,0,0,1,0,1,0,0
0,3,0,0.35,3.1580636854714434,0,0,0,0,0,1,0,1,0,0
1,3,0,0.325,4.05171190165724,0,0,0,0,0,1,0,1,0,0
1,3,0,0.3625,2.169053700369523,0,0,0,0,1,0,0,1,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
1,1,0,0.45,3.3064287218760624,0,1,0,0,0,1,0,1,0,0
1,1,1,0.675,4.100989104940769,0,0,1,0,0,0,0,0,1,0
0,3,0,0.3,2.139571923732859,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5875,3.5559421706858756,0,1,0,0,0,1,0,1,0,0
1,2,1,0.425,2.4423470353692043,0,1,0,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,3.224857896545748,1,0,0,0,1,0,0,1,0,0
1,2,1,0.45,3.295836866004329,0,0,1,0,0,1,0,0,1,0
0,3,0,0.4,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
1,1,1,0.375,4.548599834499697,0,1,0,0,0,1,1,0,0,0
0,3,0,0.275,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1071782966514356,1,0,0,0,0,0,0,1,0,0
1,1,1,0.55,4.077184839375167,0,1,1,0,0,0,0,0,1,0
0,3,0,0.3682455648549323,2.1076888046179385,1,0,0,0,0,0,0,1,0,0
0,3,0,0.50625,2.169053700369523,0,0,0,0,1,0,0,1,0,0
1,2,1,0.625,2.4423470353692043,0,0,0,0,0,1,1,0,0,0
0,1,0,0.5056433425932053,5.406181146423973,1,1,0,0,0,1,0,1,0,0
0,3,0,0.4875,2.188856327665703,0,0,0,0,0,1,0,1,0,0
0,2,0,0.2875,2.5257286443082556,0,0,1,0,0,1,0,1,0,0
1,2,1,0.025,3.295836866004329,0,0,1,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.1076888046179385,1,0,0,0,0,0,0,1,0,0
0,3,0,0.2125,2.1076888046179385,0,0,1,0,0,0,0,1,0,0
1,3,1,0.38776634105157326,3.1509523813392697,1,0,1,0,0,0,0,0,1,0
0,3,1,0.375,2.2682524139135403,0,0,0,0,0,1,1,0,0,0
1,2,1,0.0875,3.305053521109253,0,0,1,0,0,1,1,0,0,0
0,1,0,0.5625,3.3160025355989236,0,1,0,0,0,1,0,0,0,1
1,1,1,0.375,4.676792929661059,0,0,0,0,0,0,1,0,0,0
0,3,0,0.3682455648549323,2.740840023925201,1,0,0,0,0,1,0,1,0,0
1,1,1,0.275,3.9219733362813143,0,1,1,0,0,0,1,0,0,0
1,1,1,0.45,4.276666119016055,0,1,1,0,0,1,1,0,0,0
0,3,1,0.1125,3.4742929367327062,0,0,0,1,0,1,1,0,0,0
0,3,1,0.1375,3.4742929367327062,0,0,0,1,0,1,1,0,0,0
1,2,0,0.4,3.295836866004329,0,0,1,0,0,1,0,1,0,0
0,1,0,0.625,4.676792929661059,0,1,1,0,0,0,0,1,0,0
0,1,0,0.8,3.295836866004329,0,0,0,0,0,1,0,1,0,0
1,2,1,0.2375,3.295836866004329,0,0,1,0,0,1,0,0,1,0
1,2,0,0.4369444537240688,2.6988412620169004,1,0,0,0,0,0,0,1,0,0
0,3,0,0.4125,3.0692150503137943,0,0,1,0,0,1,0,1,0,0
1,2,0,0.1,3.6309854756950335,0,0,1,0,0,1,0,0,0,0
1,1,0,0.2125,4.717456363787216,0,1,1,0,0,0,0,1,0,0
0,2,0,0.3375,3.295836866004329,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.17806441028492,1,0,0,0,1,0,0,1,0,0
1,3,0,0.275,2.1071782966514356,0,0,0,0,0,0,0,1,0,0
1,3,1,0.275,2.1719067693519296,0,0,0,0,0,1,1,0,0,0
0,1,0,0.775,3.3160025355989236,0,0,0,0,0,1,0,1,0,0
1,1,1,0.6,3.703768066607687,0,1,1,0,0,0,0,0,0,1
0,1,0,0.5056433425932053,5.4316456135398825,1,0,0,0,0,0,0,1,0,0
1,1,1,0.4875,4.390118804571218,0,1,1,0,0,1,0,0,1,0
1,3,1,0.45,2.91235066461494,0,0,1,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.169053700369523,1,0,0,0,1,0,0,1,0,0
0,3,0,0.5,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,2,0,0.35,2.6741486494265287,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
0,3,1,0.2324233602776029,2.2027647577118348,1,0,0,0,0,1,1,0,0,0
0,3,0,0.3,3.224857896545748,0,0,1,0,0,1,0,1,0,0
0,3,0,0.2375,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,3,1,0.3625,3.0944457464900235,0,0,0,1,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.1076888046179385,1,0,0,0,0,0,0,1,0,0
1,3,0,0.4,2.180891922715322,0,0,0,0,0,1,0,1,0,0
1,2,0,0.775,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
1,1,1,0.6625,3.960416900617205,0,1,1,0,0,1,0,0,1,0
1,1,0,0.45,3.3100867049215847,0,1,0,0,0,1,0,1,0,0
1,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
0,3,0,0.2,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2375,2.740840023925201,0,0,0,0,0,1,0,1,0,0
1,2,1,0.425,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
1,1,1,0.4875,4.041295341132285,0,1,1,0,0,1,0,0,1,0
0,3,1,0.3757826758201513,2.738146075922933,1,0,1,0,0,0,0,0,1,0
1,3,0,0.4,2.188856327665703,0,0,0,0,0,1,0,1,0,0
1,2,1,0.3125,3.4339872044851463,0,0,1,0,0,1,1,0,0,0
1,1,1,0.4875,4.717456363787216,0,1,1,0,0,0,0,0,1,0
0,2,0,0.675,3.295836866004329,0,0,0,0,0,1,0,1,0,0
0,1,0,0.45,3.716616209085536,0,1,0,0,0,0,0,1,0,0
0,3,0,0.3682455648549323,2.2734137156937657,1,0,0,0,0,0,0,1,0,0
1,1,1,0.225,4.390118804571218,0,1,1,0,0,1,1,0,0,0
0,2,0,0.5875,2.772588722239781,0,0,0,0,0,1,0,1,0,0
1,1,0,0.75,4.384523514872469,0,1,1,0,0,0,0,1,0,0
0,3,0,0.275,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
0,3,0,0.4375,2.094945728215801,0,0,0,0,0,1,0,1,0,0
1,1,1,0.65,4.37281811610993,0,1,1,0,0,0,0,0,1,0
0,3,0,0.5875,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
0,3,1,0.2205496485495802,2.169053700369523,1,0,1,0,1,0,1,0,0,0
0,2,0,0.4625,3.295836866004329,0,0,1,0,0,1,0,1,0,0
0,3,0,0.45,3.224857896545748,0,0,1,0,0,1,0,1,0,0
1,2,1,0.3011222491467394,3.5263605246161616,1,0,0,0,0,1,1,0,0,0
0,3,0,0.6125,0.0,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1071782966514356,1,0,0,0,0,0,0,1,0,0
1,1,0,0.6125,4.0592215752427645,0,1,1,0,0,0,0,0,0,1
1,2,1,0.3,3.332204510175204,0,0,1,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
0,1,0,0.5056433425932053,3.770459441106359,1,0,0,0,0,1,0,1,0,0
0,3,0,0.55,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,1,0,0.4375,3.3160025355989236,0,0,0,0,0,0,0,1,0,0
0,3,0,0.45,2.806386101823072,0,0,1,0,0,1,0,1,0,0
0,3,0,0.375,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
1,1,0,0.3375,3.449987545831587,0,0,0,0,0,1,0,1,0,0
1,2,1,0.275,3.7513658711253766,0,0,1,0,0,0,0,0,1,0
1,1,1,0.5,5.039951348430309,0,1,0,0,0,1,1,0,0,0
0,3,1,0.4875,3.4742929367327062,0,0,0,1,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.085672091430472,1,0,0,0,0,1,0,1,0,0
1,3,1,0.2085659833181582,2.803360380906535,1,0,1,0,1,0,1,0,0,0
0,3,0,0.3682455648549323,2.169053700369523,1,0,0,0,1,0,0,1,0,0
0,3,0,0.4375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,2,1,0.3,4.189654742026425,0,0,1,0,0,1,1,0,0,0
0,3,0,0.425,2.7343675094195836,0,0,1,0,0,1,0,1,0,0
0,3,1,0.325,2.8390784635086144,0,0,1,0,0,1,0,0,1,0
1,2,1,0.05,3.6888794541139363,0,1,1,0,0,1,1,0,0,0
0,2,0,0.325,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3375,2.737880811060884,0,0,1,0,0,0,0,1,0,0
1,1,0,0.525,3.9806942251907276,0,1,1,0,0,1,0,1,0,0
1,3,0,0.25,2.817902613071225,0,0,1,0,0,0,0,1,0,0
0,3,0,0.2625,2.180891922715322,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2625,2.8390784635086144,0,0,0,0,0,1,0,1,0,0
0,1,0,0.7625,3.5061818266142577,0,1,0,0,0,1,0,1,0,0
0,2,0,0.7125,2.5915163848462583,0,0,0,0,1,0,0,0,0,1
1,1,1,0.2625,4.368919865004903,0,1,0,0,0,1,1,0,0,0
0,3,0,0.325,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.167143305297764,1,0,0,0,1,0,0,1,0,0
1,1,0,1.0,3.4339872044851463,0,1,0,0,0,1,0,1,0,0
0,3,0,0.6375,2.086193694502369,0,0,0,0,0,1,0,1,0,0
1,1,0,0.4,3.449987545831587,0,1,0,0,0,0,0,0,0,1
0,1,0,0.5056433425932053,0.0,1,0,0,0,0,1,0,1,0,0
0,3,1,0.1125,3.3638415951183864,0,0,0,1,0,1,1,0,0,0
1,2,1,0.35,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
0,3,0,0.4,2.188856327665703,0,0,0,0,0,1,0,1,0,0
0,2,0,0.3875,3.305053521109253,0,0,1,0,0,1,0,1,0,0
0,3,1,0.5125,3.705920919968788,0,0,0,1,0,1,0,0,1,0
0,3,0,0.34438818789548764,2.8390784635086144,1,0,1,0,0,1,0,1,0,0
0,3,0,0.25,2.180891922715322,0,0,0,0,0,1,0,1,0,0
1,1,1,0.3,4.252771798816619,0,1,0,0,0,0,0,0,0,1
0,3,1,0.025,3.3638415951183864,0,0,0,1,0,1,1,0,0,0
1,3,0,0.3682455648549323,4.05171190165724,1,0,0,0,0,1,0,1,0,0
1,3,1,0.009375,3.0085645861193133,0,0,1,0,0,0,1,0,0,0
1,1,0,0.6,4.353230991152628,0,1,1,0,0,0,0,1,0,0
0,3,0,0.2375,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
1,1,0,0.7,3.597312260588446,0,1,0,0,0,0,0,0,0,1
0,3,0,0.3682455648549323,2.145931282948669,1,0,0,0,0,1,0,1,0,0
1,3,1,0.2875,2.145931282948669,0,0,0,0,0,1,1,0,0,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
1,2,1,0.225,3.1780538303479458,0,0,1,0,0,1,1,0,0,0
0,3,0,0.2625,2.2442459824059346,0,0,0,0,0,1,0,1,0,0
1,3,1,0.2324233602776029,2.17806441028492,1,0,0,0,1,0,1,0,0,0
0,3,1,0.225,2.0476928433652555,0,0,0,0,1,0,1,0,0,0
0,2,0,0.3,4.310799125385514,0,0,1,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
0,3,1,0.4,2.803360380906535,0,0,1,0,1,0,0,0,1,0
0,2,0,0.2875,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,1,0,0.725,4.738607824217808,0,1,1,0,0,0,0,1,0,0
1,1,0,0.625,4.902678819257608,0,0,1,0,0,1,0,0,0,1
0,3,0,0.5,2.1071782966514356,0,0,0,0,0,0,0,1,0,0
0,1,0,0.5875,3.2804411805263554,0,1,0,0,0,1,0,1,0,0
0,3,0,0.45,2.139571923732859,0,0,0,0,0,1,0,1,0,0
1,3,0,0.25,2.188856327665703,0,0,1,0,0,1,0,1,0,0
0,2,0,0.4,4.310799125385514,0,0,1,0,0,1,0,1,0,0
0,2,0,0.3125,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1719067693519296,1,0,0,0,0,1,0,1,0,0
0,3,0,0.5375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,1,1,0.5131804535584243,3.970291913552122,1,1,1,0,0,1,0,0,1,0
1,2,1,0.5,3.6888794541139363,0,0,1,0,0,1,0,0,1,0
0,1,0,0.3875,3.970291913552122,0,1,1,0,0,1,0,1,0,0
0,2,0,0.875,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
1,2,0,0.3875,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,2,0,0.4369444537240688,0.0,1,0,0,0,0,1,0,1,0,0
0,3,0,0.225,2.1719067693519296,0,0,0,0,0,1,0,1,0,0
0,3,0,0.30625,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
1,3,1,0.225,2.3833998102837652,0,0,0,0,0,1,1,0,0,0
0,3,1,0.5375,3.8691155044168695,0,0,0,1,0,1,0,0,1,0
1,1,0,0.45,6.240917354759096,0,1,1,0,0,0,0,1,0,0
0,3,1,0.2324233602776029,2.212386825075897,1,0,0,0,1,0,1,0,0,0
1,1,0,0.3375,4.353230991152628,0,1,0,0,0,0,0,1,0,0
0,3,0,0.25,2.3248357019288655,0,0,0,0,0,1,0,1,0,0
0,3,0,0.175,3.8691155044168695,0,0,0,1,0,1,0,1,0,0
0,2,0,0.75,3.6888794541139363,0,0,1,0,0,1,0,1,0,0
0,2,0,0.3125,3.7513658711253766,0,0,1,0,0,0,0,1,0,0
0,3,0,0.175,3.705920919968788,0,0,0,1,0,1,0,1,0,0
0,3,0,0.2375,2.4133032309283076,0,0,0,0,0,1,0,1,0,0
0,3,0,0.225,2.174274334826008,0,0,0,0,0,1,0,1,0,0
1,1,1,0.1875,5.35817698994543,0,1,1,0,0,1,1,0,0,0
1,1,0,0.3875,4.060443010546419,0,1,1,0,0,1,0,1,0,0
1,3,1,0.05,2.668387256845834,0,0,1,0,0,0,1,0,0,0
1,3,0,0.3682455648549323,4.05171190165724,1,0,0,0,0,1,0,1,0,0
0,3,0,0.3125,2.1071782966514356,0,0,0,0,0,0,0,1,0,0
0,1,0,0.75,3.3160025355989236,0,0,0,0,0,1,0,0,0,1
0,2,0,0.65,2.6741486494265287,0,0,0,0,0,1,0,1,0,0
